timestamp,close,high,low,open,volume
1493213425,144.1700,144.2699,144.1600,144.2699,563400
1493213510,144.2500,144.3300,144.1999,144.2400,115100
1493213579,144.1600,144.2500,144.0600,144.2500,141000
1493213639,144.3800,144.5200,144.1600,144.1600,109300
1493213640,144.4000,144.5000,144.3500,144.3900,103900
1493213759,144.4200,144.4580,144.3500,144.4100,64900
1493213819,144.3600,144.4899,144.3500,144.4100,150500
1493213820,144.4500,144.4899,144.3500,144.3500,52700
1493213880,144.4900,144.5100,144.4300,144.4402,84600
1493213999,144.4838,144.5400,144.4500,144.4965,75400
1493214059,144.4700,144.5453,144.4500,144.4832,65000
1493214119,144.5500,144.6000,144.4600,144.4800,89400
1493214120,144.4600,144.5650,144.4154,144.5600,121000
1493214239,144.4250,144.4700,144.4000,144.4570,149100
1493214240,144.4300,144.4700,144.4150,144.4250,47700
1493214359,144.4400,144.4700,144.4199,144.4400,56300
1493214360,144.4138,144.4500,144.4100,144.4400,70100
1493214420,144.4500,144.4500,144.4200,144.4200,57300
1493214539,144.4700,144.5400,144.4400,144.4500,106300
1493214599,144.4900,144.5000,144.4500,144.4700,69700
1493214659,144.4400,144.5000,144.4300,144.5000,53300
1493214660,144.4858,144.5000,144.4000,144.4400,51500
1493214779,144.4979,144.5000,144.4684,144.4800,62100
1493214780,144.3700,144.4900,144.3700,144.4900,46500
1493214840,144.4100,144.4101,144.3500,144.3700,61500
1493214900,144.4200,144.4500,144.3700,144.4300,60200
1493214961,144.4200,144.4400,144.3800,144.4000,47000
1493215079,144.3900,144.4400,144.3200,144.4200,39400
1493215080,144.4000,144.4000,144.3700,144.3900,52200
1493215140,144.4000,144.4000,144.3900,144.4000,29200
1493215200,144.3300,144.4350,144.3250,144.4000,77000
1493215260,144.3150,144.3500,144.2800,144.3300,72500
1493215379,144.3400,144.3500,144.3162,144.3200,35500
1493215380,144.3500,144.3600,144.3000,144.3401,43700
1493215443,144.2700,144.3500,144.2600,144.3400,45500
