timestamp,close,high,low,open,volume
1493213418,67.9500,67.9600,67.9200,67.9400,530500
1493213507,67.9100,67.9400,67.8900,67.9000,138800
1493213559,67.9000,67.9100,67.8600,67.9100,64200
1493213632,68.0100,68.0100,67.8800,67.8900,132700
1493213685,68.1200,68.1400,67.9900,68.0100,107900
1493213759,67.9400,68.0600,67.9400,68.0550,103600
1493213760,67.9400,68.0000,67.9300,67.9400,90100
1493213876,67.9200,67.9600,67.9200,67.9450,77500
1493213939,67.9200,67.9400,67.9100,67.9200,71400
1493213940,67.8300,67.9200,67.8250,67.9200,174300
1493214059,67.7750,67.8400,67.7600,67.8400,126000
1493214118,67.7600,67.8000,67.7600,67.7800,81300
1493214179,67.7350,67.7900,67.7100,67.7700,156600
1493214180,67.7050,67.7400,67.7000,67.7350,72500
1493214299,67.7050,67.8000,67.6750,67.7000,186300
1493214359,67.7000,67.7300,67.6400,67.7100,165800
1493214419,67.6762,67.7100,67.6700,67.6954,72800
1493214420,67.7000,67.7000,67.6650,67.6800,78000
1493214539,67.6900,67.7300,67.6900,67.7000,97400
1493214540,67.7400,67.7500,67.6800,67.6950,89200
1493214600,67.6850,67.7600,67.6800,67.7450,85300
1493214719,67.7600,67.7600,67.6800,67.6850,93000
1493214720,67.7950,67.8050,67.7500,67.7550,80300
1493214781,67.7750,67.8000,67.7700,67.7950,81700
1493214899,67.7800,67.8000,67.7700,67.7800,36700
1493214900,67.7600,67.8000,67.7500,67.7900,75700
1493214962,67.7600,67.7600,67.7300,67.7501,100600
1493215020,67.6800,67.7600,67.6700,67.7500,202800
1493215138,67.6899,67.6900,67.6700,67.6750,28400
1493215140,67.6900,67.6900,67.6400,67.6800,146600
1493215200,67.6600,67.7000,67.6400,67.6900,70600
1493215261,67.6450,67.6600,67.6400,67.6550,41500
1493215320,67.6300,67.6600,67.6300,67.6460,76800
1493215380,67.6300,67.6600,67.6200,67.6400,90800
1493215499,67.6400,67.6500,67.6200,67.6250,51800
1493215558,67.6450,67.6550,67.6400,67.6450,43500
1493215618,67.6800,67.6850,67.6400,67.6400,81400
