timestamp,close,high,low,open,volume
1493213416,36.9099,36.9100,36.8600,36.9000,625800
1493213495,36.8830,36.8900,36.8400,36.8401,148100
1493213579,36.9200,36.9200,36.8600,36.8800,80800
1493213583,36.9900,36.9900,36.8800,36.9250,310900
1493213698,37.0200,37.0850,36.9804,36.9900,473000
1493213700,37.0250,37.0300,37.0000,37.0200,288000
1493213819,37.0950,37.1000,37.0300,37.0300,180300
1493213820,37.1250,37.1300,37.0900,37.0900,69200
1493213939,37.2200,37.2200,37.1300,37.1300,273900
1493213940,37.2050,37.2200,37.1900,37.2138,254700
1493214000,37.2100,37.2300,37.1800,37.2100,300100
1493214063,37.1700,37.2050,37.1600,37.2050,39700
1493214179,37.0600,37.1700,37.0600,37.1650,232700
1493214236,37.0846,37.0900,37.0300,37.0650,56900
1493214241,37.0900,37.1000,37.0800,37.0899,55700
1493214359,37.0750,37.1000,37.0400,37.0900,61700
1493214360,37.0500,37.0800,37.0200,37.0800,66400
1493214476,37.0650,37.0700,37.0400,37.0450,42600
1493214480,37.0900,37.1150,37.0600,37.0650,99100
1493214540,37.0835,37.1050,37.0600,37.0900,120100
1493214659,37.0700,37.1000,37.0700,37.0900,59900
1493214662,37.0510,37.0800,37.0500,37.0700,69100
1493214779,37.0600,37.0600,37.0444,37.0550,63300
1493214839,37.0450,37.0550,37.0400,37.0550,62700
1493214840,37.0300,37.0450,37.0300,37.0400,40800
1493214959,37.0250,37.0350,37.0200,37.0300,54800
1493214960,37.0100,37.0300,37.0000,37.0200,106600
1493215022,37.0100,37.0200,37.0000,37.0200,45200
1493215080,37.0150,37.0300,37.0000,37.0000,159200
1493215140,37.0600,37.0600,37.0050,37.0100,149700
1493215259,37.0300,37.0600,37.0200,37.0500,290800
1493215260,37.0100,37.0300,37.0000,37.0300,109600
1493215375,37.0037,37.0200,37.0000,37.0100,49400
1493215436,37.0000,37.0100,36.9750,37.0050,140300
1493215499,37.0399,37.0400,36.9950,37.0050,148300
