timestamp,close,high,low,open,volume
1493299815,914.2700,914.2900,912.6600,913.7198,79800
1493299883,913.2500,913.4900,912.6900,912.8600,9000
1493299939,914.7250,915.4900,913.1801,914.3800,44000
1493300039,914.0000,914.7100,913.8000,914.4000,11900
1493300040,914.4999,914.4999,913.6800,914.0150,13500
1493300100,915.1500,915.9600,914.2700,914.6900,38500
1493300160,916.4480,916.4999,915.2200,915.2200,37600
1493300279,915.5201,916.4300,915.5201,916.3000,26700
1493300280,914.0800,915.9700,913.7600,915.5800,20100
1493300398,914.1500,914.4750,913.9000,914.1534,18400
1493300400,914.5300,914.8500,914.2200,914.3700,13600
1493300463,914.6750,914.9500,914.4000,914.6750,22400
1493300529,915.8300,915.8300,914.6100,914.6100,18600
1493300580,915.6800,916.0100,915.4000,915.4564,16500
1493300641,915.7700,915.9600,915.4100,915.4800,13400
1493300758,914.0000,916.0000,914.0000,915.7500,18800
1493300760,914.9550,915.3799,914.3346,914.3700,13500
1493300821,914.7485,915.2000,914.1939,914.9710,9000
1493300884,913.3337,914.5391,913.0100,914.3700,13300
1493300940,913.4138,914.0000,912.6201,913.1000,17700
1493301000,913.3500,913.9900,913.2500,913.7300,13900
1493301061,913.8700,914.1900,913.2716,913.2716,10500
1493301123,914.5300,914.5300,913.8500,913.8500,8200
1493301238,913.6700,914.5348,913.5550,914.4900,9600
1493301298,913.5340,914.0900,913.4500,913.7022,8200
1493301300,914.1998,914.3700,913.6000,913.6000,10000
1493301380,914.6201,914.6201,914.2000,914.2700,3000
1493301421,914.6000,914.7700,914.4775,914.5527,9100
1493301486,914.3867,915.0000,914.2100,914.6425,12400
1493301556,913.7750,914.3897,913.6938,914.2722,9300
1493301600,913.3550,914.1000,913.2010,914.0500,15500
1493301666,913.4300,913.6800,913.2500,913.4900,6100
1493301720,913.3100,913.6500,913.0000,913.4300,8600
1493301839,912.6700,913.1900,912.1100,913.0000,23500
1493301840,912.7900,913.3400,912.4805,912.6285,4900
1493301901,914.2000,914.4600,912.7950,912.7950,16100
1493301963,913.5800,914.4600,913.5400,914.2468,10400
1493302027,913.8268,914.0750,913.3200,913.4500,6600
1493302085,913.9399,913.9399,913.1300,913.4200,5400
1493302142,915.1500,915.1500,913.6700,913.7401,21500
1493302200,914.3900,915.3499,914.3900,915.0400,12600
1493302275,914.7500,915.1100,914.4600,914.4999,5300
1493302322,915.1320,915.1900,914.6767,914.7347,6400
1493302383,916.3558,916.6500,915.1200,915.2000,31500
1493302440,916.3468,916.8700,916.2000,916.5994,18300
1493302501,916.5600,917.3000,916.2606,916.2606,23100
1493302560,916.8500,916.8500,916.3350,916.5600,9300
1493302620,916.5450,916.8500,916.4750,916.8500,8000
1493302681,915.7051,916.5350,915.2900,916.4400,18000
1493302742,916.0200,916.2250,915.4350,915.5291,13600
1493302811,915.5800,916.1500,915.3900,915.9250,11500
1493302863,915.7200,916.0000,915.5001,915.8500,5700
1493302929,916.2500,916.2900,915.7401,915.7675,3600
1493302997,916.0500,916.3875,916.0300,916.0300,4600
1493303099,916.7250,916.8300,916.1550,916.3266,11000
1493303100,916.1200,916.8500,916.0500,916.6000,9200
1493303162,916.1368,916.3700,916.0150,916.0750,4800
1493303236,916.1450,916.3100,916.0011,916.2430,2900
1493303281,916.1650,916.3800,916.0000,916.1908,9000
1493303340,916.1697,916.3300,916.0000,916.3300,6000
1493303407,916.9700,917.0900,916.2083,916.2500,11400
1493303465,916.8000,917.0000,916.6100,916.7500,8500
1493303522,916.6725,916.8500,916.5700,916.7200,10300
1493303581,917.6500,917.7600,916.6800,916.6800,25700
1493303643,917.9700,918.1500,917.6000,917.6400,28300
1493303704,918.1300,918.1479,917.8700,918.0000,9300
1493303819,917.7867,918.1200,917.4731,918.0500,14700
1493303821,918.0800,918.1800,917.6800,917.8073,9700
1493303883,917.9100,918.1500,917.5210,917.9600,7000
1493303948,918.2100,918.3300,917.8200,917.8200,10400
1493304000,918.3600,918.4200,918.0000,918.1349,9100
1493304062,917.9700,918.2750,917.9700,918.2400,11800
1493304125,918.0000,918.0700,917.8800,918.0100,6800
1493304183,917.8750,918.0000,917.8400,917.9200,10100
1493304242,917.8500,917.9700,917.7110,917.7500,10400
1493304303,917.8900,917.9900,917.6100,917.8300,7000
1493304363,918.1400,918.1400,917.8900,917.9000,7000
1493304421,917.9100,918.2400,917.9100,918.0880,8500
1493304483,917.3600,917.9800,917.3600,917.9800,11200
1493304540,916.8875,917.3100,916.7000,917.2800,22000
1493304600,916.9200,916.9800,916.4400,916.7000,13600
1493304660,916.9700,917.1100,916.6000,916.7000,13500
1493304727,917.2600,917.2600,916.8100,917.0000,7700
1493304781,916.7400,917.2600,916.6500,917.0800,14300
1493304842,916.5350,916.6600,916.3200,916.6600,10100
1493304904,916.3102,916.4400,916.1400,916.4400,8900
1493304960,916.5900,916.6600,916.1700,916.2500,8900
1493305028,916.3600,916.7400,916.2300,916.6400,11700
1493305085,916.7600,916.8700,916.3700,916.3700,5800
1493305140,916.9400,917.1200,916.7468,916.7600,4300
1493305200,917.4400,917.4400,916.7600,916.8700,11700
1493305262,917.2700,917.4800,917.2700,917.4100,3400
1493305321,917.4500,917.6900,917.2700,917.2700,5400
1493305382,917.5624,917.6200,917.3799,917.4500,10000
1493305440,917.6500,917.8500,917.3900,917.4500,9900
1493305502,917.7843,917.8800,917.6636,917.6949,4000
1493305563,917.8950,918.0000,917.6500,917.7000,9300
1493305622,918.2300,918.2599,917.8100,917.9300,12300
1493305682,918.2300,918.4000,918.0601,918.1989,14100
1493305745,918.3300,918.3450,918.0500,918.0500,5400
1493305800,918.5700,918.6800,918.3400,918.3500,14700
1493305862,918.5400,918.8100,918.4400,918.5200,12100
1493305920,918.9400,918.9700,918.6500,918.6650,13300
1493305980,918.7900,918.9700,918.7700,918.8100,9700
1493306044,919.4060,919.4060,918.8100,918.8100,17400
1493306103,919.2100,919.3337,919.0100,919.3337,10200
1493306160,919.1700,919.2600,919.0200,919.1200,9500
1493306279,918.9100,919.2057,918.6949,919.2057,9000
1493306281,919.1450,919.1877,918.9200,918.9700,6800
1493306340,918.7400,919.1192,918.6900,919.0900,9300
1493306400,919.0400,919.1500,918.7400,918.7400,7600
1493306460,919.3000,919.4300,919.0300,919.0300,8700
1493306523,919.5001,919.5001,919.1801,919.2263,5300
1493306639,919.5800,919.6500,919.2600,919.3650,8500
1493306640,919.6000,919.6500,919.0910,919.5100,7000
1493306701,919.5700,919.5800,919.2600,919.2600,22000
1493306760,919.7109,919.7900,919.5100,919.6300,7300
1493306820,919.7775,919.9300,919.7300,919.7300,12300
1493306886,919.6600,919.9000,919.6600,919.7900,11400
1493306941,919.5500,919.6600,919.2800,919.6600,21200
