timestamp,close,high,low,open,volume
1493213487,48.2000,48.2400,48.1900,48.2050,74100
1493213575,48.3700,48.3700,48.2450,48.2450,40400
1493213639,48.3600,48.4000,48.3400,48.3900,23700
1493213640,48.3300,48.3900,48.3300,48.3600,11700
1493213716,48.3400,48.3400,48.3000,48.3200,62400
1493213786,48.3400,48.3650,48.3350,48.3650,11100
1493213825,48.3000,48.3550,48.3000,48.3550,8100
1493213939,48.2750,48.2950,48.2750,48.2950,6500
1493213949,48.2600,48.2800,48.2450,48.2600,17000
1493214059,48.2550,48.2600,48.2400,48.2450,11600
1493214063,48.2300,48.2550,48.2000,48.2550,23700
1493214177,48.1800,48.2200,48.1700,48.2200,14900
1493214233,48.2200,48.2400,48.1700,48.1700,17800
1493214298,48.2430,48.2800,48.2100,48.2200,28200
1493214358,48.2700,48.2700,48.2400,48.2600,12500
1493214419,48.2700,48.2950,48.2700,48.2700,9300
1493214476,48.2500,48.2700,48.2400,48.2700,6700
1493214534,48.2800,48.2850,48.2400,48.2500,10200
1493214542,48.2800,48.2800,48.2650,48.2700,18500
1493214601,48.3200,48.3200,48.2850,48.3000,9800
1493214660,48.3400,48.3450,48.3100,48.3200,7100
1493214779,48.3600,48.3700,48.3200,48.3400,8300
1493214832,48.3100,48.3650,48.3100,48.3650,25500
1493214881,48.3050,48.3200,48.2950,48.3150,41800
1493214956,48.3150,48.3150,48.2800,48.3000,17500
1493215018,48.3150,48.3250,48.3100,48.3150,10200
1493215079,48.3000,48.3250,48.2800,48.3200,21300
1493215139,48.3000,48.3000,48.2900,48.3000,7400
1493215140,48.3200,48.3200,48.3000,48.3000,16300
1493215259,48.3350,48.3350,48.3100,48.3300,9000
1493215316,48.3700,48.3850,48.3250,48.3350,20900
1493215324,48.3700,48.3800,48.3600,48.3650,5300
1493215435,48.3550,48.3750,48.3500,48.3650,7800
1493215442,48.3400,48.3600,48.3300,48.3500,10500
1493215559,48.3300,48.3400,48.3200,48.3350,5200
1493215618,48.3300,48.3450,48.3200,48.3300,9100
1493215672,48.3450,48.3450,48.3200,48.3201,9300
1493215737,48.3550,48.3600,48.3400,48.3450,11300
1493215795,48.3400,48.3550,48.3400,48.3550,4100
1493215857,48.3700,48.3700,48.3400,48.3500,5600
1493215918,48.3900,48.3900,48.3600,48.3750,9900
1493215977,48.4200,48.4200,48.3800,48.3900,19500
1493216039,48.4200,48.4300,48.4100,48.4100,8600
1493216097,48.4050,48.4150,48.4000,48.4150,3200
1493216157,48.4200,48.4200,48.3900,48.3950,5700
1493216161,48.4250,48.4400,48.4200,48.4200,6100
1493216226,48.3950,48.4250,48.3950,48.4250,7400
1493216337,48.3850,48.4100,48.3850,48.3950,6500
1493216393,48.3750,48.3850,48.3750,48.3850,4600
1493216406,48.3650,48.3750,48.3600,48.3700,3500
1493216517,48.3750,48.3800,48.3500,48.3500,3800
