timestamp,close,high,low,open,volume
1493299913,44.9050,44.9126,44.9000,44.9000,165900
1493299978,44.8750,44.9100,44.8550,44.9050,24600
1493299980,44.8808,44.8850,44.8450,44.8700,33300
1493300040,44.8750,44.8850,44.8600,44.8850,16400
1493300158,44.8250,44.8850,44.8150,44.8850,74300
1493300160,44.7850,44.8300,44.7700,44.8300,25200
1493300275,44.8000,44.8000,44.7892,44.7900,13700
1493300283,44.7953,44.8100,44.7800,44.8000,11300
1493300399,44.7900,44.8000,44.7700,44.7900,16400
1493300456,44.8050,44.8150,44.7900,44.8000,22800
1493300462,44.7700,44.8050,44.7700,44.8000,12400
1493300574,44.7763,44.7800,44.7500,44.7700,16200
1493300639,44.7200,44.7850,44.7200,44.7800,16300
1493300699,44.7150,44.7400,44.7100,44.7200,25400
1493300701,44.7300,44.7500,44.7163,44.7163,23400
1493300760,44.7100,44.7300,44.7100,44.7250,21400
1493300875,44.6850,44.7100,44.6850,44.7050,21800
1493300885,44.6700,44.7100,44.6600,44.7100,66900
1493300948,44.6900,44.6900,44.6700,44.6750,17100
1493301002,44.6800,44.6900,44.6800,44.6850,12900
1493301110,44.6550,44.6800,44.6500,44.6800,33100
1493301173,44.6850,44.6900,44.6550,44.6600,18000
1493301180,44.7050,44.7050,44.6850,44.6900,18500
1493301299,44.7050,44.7100,44.7050,44.7050,21400
1493301301,44.6800,44.7100,44.6800,44.7100,35700
1493301364,44.6850,44.6950,44.6800,44.6800,49900
1493301422,44.6800,44.6850,44.6600,44.6800,38600
1493301480,44.6550,44.6800,44.6500,44.6800,13800
1493301599,44.6900,44.6900,44.6550,44.6600,20100
1493301657,44.7200,44.7200,44.6800,44.6800,60700
1493301661,44.7440,44.7500,44.7150,44.7200,11300
1493301727,44.8000,44.8000,44.7450,44.7450,12200
1493301835,44.8000,44.8100,44.7800,44.8000,48600
1493301890,44.8100,44.8100,44.8000,44.8000,12100
1493301953,44.8250,44.8300,44.8050,44.8100,16900
1493301963,44.8350,44.8400,44.8300,44.8300,19400
1493302027,44.8350,44.8500,44.8300,44.8400,11800
1493302134,44.7800,44.8300,44.7800,44.8300,21000
1493302193,44.8000,44.8063,44.7750,44.7800,11200
1493302259,44.8200,44.8200,44.8100,44.8100,17400
1493302266,44.8150,44.8400,44.8150,44.8200,19100
1493302371,44.8200,44.8200,44.8100,44.8200,15200
1493302380,44.8400,44.8400,44.8100,44.8300,13800
1493302442,44.8500,44.8500,44.8350,44.8350,24200
1493302500,44.8550,44.8600,44.8500,44.8500,3700
1493302614,44.8500,44.8600,44.8350,44.8600,19900
1493302679,44.8350,44.8500,44.8350,44.8500,15700
1493302739,44.8500,44.8500,44.8350,44.8400,5500
1493302790,44.8250,44.8500,44.8250,44.8459,15200
1493302812,44.8050,44.8300,44.8000,44.8250,14100
1493302917,44.7750,44.8000,44.7700,44.8000,5500
1493302975,44.8050,44.8100,44.7750,44.7800,15500
1493302980,44.8250,44.8250,44.8000,44.8050,7100
1493303040,44.8250,44.8300,44.8200,44.8200,6300
1493303113,44.8300,44.8300,44.8200,44.8300,5800
1493303165,44.8300,44.8300,44.8233,44.8300,3800
1493303273,44.8000,44.8290,44.7944,44.8250,26400
1493303280,44.7600,44.8000,44.7600,44.8000,15700
1493303345,44.7550,44.7650,44.7500,44.7600,15200
1493303456,44.7500,44.7900,44.7500,44.7550,54300
1493303518,44.7850,44.7900,44.7600,44.7600,12700
1493303520,44.8000,44.8000,44.7800,44.7843,49900
1493303632,44.8100,44.8200,44.7950,44.8000,4400
1493303695,44.8200,44.8300,44.8100,44.8150,17000
1493303754,44.8210,44.8300,44.8150,44.8200,8000
1493303818,44.8000,44.8250,44.8000,44.8250,8600
1493303828,44.8300,44.8300,44.8034,44.8100,12400
1493303885,44.8200,44.8300,44.8200,44.8200,1100
1493303942,44.8220,44.8300,44.8200,44.8250,5500
1493304005,44.8250,44.8300,44.8200,44.8200,3800
1493304065,44.8300,44.8300,44.8250,44.8300,2100
1493304125,44.8500,44.8500,44.8250,44.8250,16600
1493304195,44.8500,44.8500,44.8500,44.8500,2600
1493304242,44.8350,44.8650,44.8300,44.8500,28200
1493304355,44.8250,44.8400,44.8237,44.8250,52600
1493304418,44.8150,44.8250,44.8100,44.8250,11700
1493304421,44.8100,44.8200,44.8100,44.8150,8400
1493304539,44.7900,44.8100,44.7800,44.8100,19000
1493304599,44.7400,44.7900,44.7400,44.7900,20600
